genome_a,genome_b,edge,Phylogenetic distance (GTDB),Functional distance (KO jaccard),category
MAGsDB_TARA_ANE_MAG_00028,MarDB_Vibrio_splendidus_strain_UCD-FRSSP16_15,0,2.832248108,0.774923961,unlinked
MarDB_Prochlorococcus_sp_AG-347-M15,MarDB_GCF_003315015.1_ASM331501v1,0,2.767025811,0.658153242,unlinked
MAGsDB_PAAR01,MAGsDB_NYVR01,0,2.342925227,0.651209677,unlinked
MAGsDB_PASM01,MAGsDB_DAVD01,0,3.213241627,0.777408638,unlinked
MAGsDB_TARA_PSW_MAG_00113,MAGsDB_DBSX01,0,2.418163556,0.626851409,unlinked
MAGsDB_PBLC01,MarDB_Candidatus_Pelagibacter_ubique_SCGC_AAA795-F16,0,3.325343164,0.69454817,unlinked
MAGsDB_TARA_RED_MAG_00086,MarDB_Synechococcus_sp_BL107,0,2.700209322,0.626518219,unlinked
MAGsDB_DBSW01,MAGsDB_PBEF01,0,2.433769417,0.689570552,unlinked
MarDB_Pelagibacteraceae_bacterium_AG-447-N18,MAGsDB_DGNA01,0,3.152525354,0.682926829,unlinked
MarDB_Sphingobium_xenophagum_strain_UBA2525,MarDB_Synechococcus_sp_AG-679-C18,0,2.570749764,0.657032755,unlinked
MarDB_Pelagibacteraceae_bacterium_AG-404-P08,MAGsDB_TARA_PSE_MAG_00111,0,2.216543134,0.634654472,unlinked
MAGsDB_PAXI01,MAGsDB_NYWV01,0,2.704453427,0.666087963,unlinked
MarDB_Synechococcus_sp_RS9916,MAGsDB_PBRG01,0,2.360038257,0.670740741,unlinked
MarDB_Prochlorococcus_sp_AG-442-B03,MAGsDB_PASJ01,0,2.136008227,0.699110122,unlinked
MarRef_Gramella_flava_JLT2011,MAGsDB_PACQ01,0,2.575857027,0.618281536,unlinked
MAGsDB_DGAM01,MAGsDB_DGOW01,0,2.138548765,0.588152985,unlinked
MarDB_Prochlorococcus_sp_AG-388-A04,MAGsDB_PBLO01,0,3.124140027,0.691849817,unlinked
MAGsDB_PAQV01,MAGsDB_NZWH01,0,2.529832227,0.727095517,unlinked
MarRef_Prochlorococcus_marinus_AS9601,MAGsDB_PBNV01,0,2.985728227,0.651535993,unlinked
MarDB_Pelagibacteraceae_bacterium_AG-365-D07,MAGsDB_DAHO01,0,2.811708247,0.794433903,unlinked
MarDB_Citreicella_sp_SE45,MAGsDB_TARA_PSE_MAG_00058,0,2.872467126,0.677364288,unlinked
MAGsDB_TARA_PSW_MAG_00028,MarDB_GCA_003520025.1_ASM352002v1,0,1.610693088,0.684903332,unlinked
MAGsDB_PAQV01,MAGsDB_DJHS01,0,2.566815125,0.692009856,unlinked
MAGsDB_TARA_PON_MAG_00016,MAGsDB_TARA_MED_MAG_00082,0,2.719163541,0.65923913,unlinked
MarDB_Prochlorococcus_sp_AG-363-C02,MAGsDB_NZGS01,0,2.946876147,0.678798908,unlinked
MarDB_Vibrio_sp_10N_286_48_B8,MarDB_Joostella_marina,0,2.492938928,0.626342388,unlinked
MarDB_Rhodobacteraceae_bacterium_SB2,MarDB_Prochlorococcus_sp_AG-363-O06,0,2.953788227,0.686736842,unlinked
MAGsDB_PANE01,MAGsDB_NZFK01,0,2.033952227,0.686689092,unlinked
MAGsDB_TARA_ION_MAG_00038,MAGsDB_NZWH01,0,2.408516014,0.602359473,unlinked
MAGsDB_DJKZ01,MAGsDB_NHER01,0,2.054780574,0.695514512,unlinked
MAGsDB_TARA_MED_MAG_00044,MAGsDB_DJHS01,0,1.286827341,0.539120503,unlinked
MAGsDB_NYYE01,ProGenomes_309800_PRJNA12524,0,2.897910357,0.803597472,unlinked
MAGsDB_NYVG01,MAGsDB_DHZO01,0,2.381866144,0.537961835,unlinked
MAGsDB_TARA_PON_MAG_00002,MarDB_GCA_003385605.1_ASM338560v1,0,1.939336934,0.618354785,unlinked
MAGsDB_TARA_ION_MAG_00023,MAGsDB_PATE01,0,2.125537644,0.633345108,unlinked
MAGsDB_TARA_ION_MAG_00001,MAGsDB_NZUK01,0,2.789387705,0.633640553,unlinked
MAGsDB_DGOW01,MAGsDB_DDEH01,0,2.167658965,0.559466667,unlinked
MarDB_Pelagibacteraceae_bacterium_AG-390-C22,MarDB_Prochlorococcus_sp_AG-409-M05,0,2.740389367,0.666473318,unlinked
MarDB_GCA_003444075.1_ASM344407v1,MAGsDB_DKAL01,0,2.253470633,0.668853893,unlinked
MAGsDB_TARA_PSE_MAG_00032,MAGsDB_DCWU01,0,2.43911705,0.670718232,unlinked
MAGsDB_DAMU01,MAGsDB_NZVE01,0,2.848117227,0.785152409,unlinked
MAGsDB_NZGT01,MarDB_Prochlorococcus_sp_AG-355-N16,0,2.742467903,0.684534271,unlinked
MAGsDB_PAHI01,MAGsDB_TARA_ANW_MAG_00034,0,2.218671508,0.531271478,unlinked
MAGsDB_NZIJ01,MAGsDB_PAPJ01,0,2.450422227,0.634223631,unlinked
MarRef_Alteromonas_mediterranea_strain_AR43,MAGsDB_PAJA01,0,1.926560784,0.663770306,unlinked
MAGsDB_NZIQ01,MarDB_SAR116_cluster_bacterium_AG-447-A06,0,2.755074427,0.668028601,unlinked
MarDB_Pacificimonas_flava_JLT2012,MarDB_GCF_003315015.1_ASM331501v1,0,2.541859814,0.625634518,unlinked
MarDB_Prochlorococcus_sp_AG-402-B19,MAGsDB_NZIJ01,0,2.900884927,0.669068451,unlinked
MAGsDB_DJKX01,MAGsDB_PCAK01,0,1.656072437,0.580661578,unlinked
MarRef_Alteromonas_sp_RKMC_009,MAGsDB_DDDX01,0,1.024607524,0.50965251,unlinked
MAGsDB_PBNM01,MAGsDB_NHEC01,0,2.19523386,0.711678832,unlinked
MAGsDB_DAZU01,MAGsDB_PBSY01,0,2.346769001,0.793522267,unlinked
MAGsDB_PBKK01,MAGsDB_DKOK01,0,2.96631031,0.680538556,unlinked
MarDB_Pelagibacteraceae_bacterium_AG-461-B04,MAGsDB_TARA_RED_MAG_00047,0,2.245273614,0.675903614,unlinked
MAGsDB_PBNO01,MAGsDB_PBLL01,0,2.751792227,0.695275249,unlinked
MAGsDB_TARA_RED_MAG_00092,MAGsDB_NZHE01,0,2.026922374,0.577275175,unlinked
MarDB_Alphaproteobacteria_bacterium_MarineAlpha5_Bin7,MarRef_Synechococcus_sp_CC9311,0,2.532028227,0.669117647,unlinked
MarDB_Nitrosopelagicus_sp_REDSEA-S31_B2,MAGsDB_PBJS01,0,1.853020773,0.813094572,unlinked
MAGsDB_PBVT01,MAGsDB_PARQ01,0,1.948301227,0.620428189,unlinked
MarDB_Prochlorococcus_sp_AG-388-A04,MAGsDB_PBEP01,0,2.805753227,0.705237515,unlinked
MAGsDB_NYSL01,MAGsDB_NYYJ01,0,2.589256027,0.664907652,unlinked
MAGsDB_NZNH01,MAGsDB_PBIX01,0,2.119021091,0.675942549,unlinked
MAGsDB_TARA_MED_MAG_00003,MAGsDB_PBBS01,0,2.123823188,0.694444444,unlinked
MAGsDB_DELD01,MAGsDB_DLRR01,0,1.719774227,0.638255699,unlinked
MAGsDB_DCWU01,MAGsDB_PBZE01,0,2.941285937,0.802604524,unlinked
MarDB_Prochlorococcus_sp_AG-402-G06,MAGsDB_PAPD01,0,2.934668227,0.693159923,unlinked
MAGsDB_PBWJ01,MAGsDB_PBJS01,0,2.637805547,0.668269231,unlinked
MAGsDB_TARA_PON_MAG_00013,MAGsDB_DBHQ01,0,1.419160774,0.604774536,unlinked
MAGsDB_NZED01,MarRef_Prochlorococcus_marinus_str_NATL1A,0,0.660165012,0.267527675,unlinked
MAGsDB_DEYL01,MarDB_SAR116_cluster_bacterium_REDSEA-S10_B10N8,0,2.598679949,0.644694534,unlinked
MAGsDB_TARA_PON_MAG_00005,MarDB_GCF_003576595.1_ASM357659v1,0,1.934939094,0.559640523,unlinked
MAGsDB_PBLS01,MarDB_GCF_003335485.1_ASM333548v1,0,2.157018807,0.668871738,unlinked
MarRef_Alteromonas_sp_RKMC_009,MAGsDB_PBKW01,0,2.733317524,0.732368226,unlinked
MarDB_Prochlorococcus_sp_AG-347-C10,MAGsDB_PBJB01,0,3.08571591,0.732959851,unlinked
MarDB_Prochlorococcus_sp_AG-402-G06,MarDB_alpha_proteobacterium_RS24,0,3.016255627,0.622792937,unlinked
MAGsDB_DGJX01,MarDB_Spongiibacter_tropicus,0,2.644108141,0.671035941,unlinked
MarDB_Alphaproteobacteria_bacterium_MarineAlpha5_Bin7,MAGsDB_PCAM01,0,2.158262227,0.651454649,unlinked
MAGsDB_PASO01,MarDB_Bacteroidetes_bacterium_SCGC_AAA795-G10,0,2.879122227,0.636626506,unlinked
MAGsDB_TARA_RED_MAG_00046,MAGsDB_NHCD01,0,2.938558154,0.621472393,unlinked
MAGsDB_PCBC01,MAGsDB_DCBC01,0,1.192955814,0.633015455,unlinked
MarDB_Prochlorococcus_sp_AG-418-I20,MAGsDB_PBYA01,0,2.982398227,0.671588188,unlinked
MAGsDB_TARA_PON_MAG_00006,MarDB_Nitrosopumilus_sp_Nsub,0,1.815840072,0.823663254,unlinked
MAGsDB_NZZM01,MarDB_Limnobacter_sp_MED105,0,2.529850428,0.669991327,unlinked
MAGsDB_TARA_ANE_MAG_00004,MAGsDB_PBDP01,0,2.312965917,0.654503991,unlinked
MAGsDB_PAQX01,MarDB_Flavobacteriaceae_bacterium_UBA5955,0,2.399949095,0.667376264,unlinked
MAGsDB_PBWA01,MAGsDB_PBCW01,0,2.922473717,0.66792861,unlinked
MarDB_GCA_003602455.1_ASM360245v1,MarDB_marine_gamma_proteobacterium_HTCC2080,0,2.507073674,0.797246558,unlinked
MarDB_Pelagibacteraceae_bacterium_AG-410-D23,MAGsDB_NZGF01,0,3.091290997,0.748567791,unlinked
MarDB_Thioclava_sp_DLFJ5-1,MAGsDB_TARA_PON_MAG_00015,0,1.999994054,0.623964088,unlinked
MarDB_Vibrio_splendidus_strain_UCD-FRSSP16_15,MAGsDB_PAFB01,0,2.028454102,0.658631922,unlinked
MAGsDB_TARA_RED_MAG_00091,MAGsDB_NYVA01,0,2.794973715,0.696202532,unlinked
MAGsDB_PBCF01,MAGsDB_TARA_PSE_MAG_00037,0,2.361560992,0.696343402,unlinked
MAGsDB_TARA_RED_MAG_00016,MarDB_Thalassolituus_sp_ESRF-bin27,0,2.315893755,0.74060495,unlinked
MAGsDB_TARA_MED_MAG_00034,MAGsDB_PBGL02,0,2.47455311,0.808028821,unlinked
MAGsDB_PAVS01,MarDB_marine_actinobacterium_MedAcidiG1,0,2.114792227,0.68960739,unlinked
MAGsDB_PBTH01,MarDB_Alcanivorax_sp_P2S70,0,2.479323127,0.824897959,unlinked
MAGsDB_TARA_IOS_MAG_00005,MarRef_Alteromonas_sp_SN2,0,2.159382822,0.615496017,unlinked
MAGsDB_DGPN01,MarDB_GCA_003485885.1_ASM348588v1,0,2.480307827,0.698351115,unlinked
MAGsDB_NZPI01,MAGsDB_TARA_ANE_MAG_00010,0,2.695085334,0.663456394,unlinked
MAGsDB_DFLU01,MarDB_Prochlorococcus_sp_AG-402-A08,0,3.021539105,0.688223938,unlinked
MAGsDB_PAKE01,MAGsDB_PAYP01,0,2.122621009,0.681152097,unlinked
MAGsDB_NZMY01,MarDB_GCA_003331785.1_ASM333178v1,0,2.84351192,0.641463415,unlinked
MAGsDB_DKOK01,MarDB_Synechococcus_sp_WH7805,0,2.710183524,0.679592826,unlinked
MAGsDB_NZPK01,MarDB_Dokdonia_donghaensis_MED134,0,2.184247914,0.625874126,unlinked
MarDB_GCA_003602415.1_ASM360241v1,MAGsDB_DKPS01,0,2.543593334,0.789169996,unlinked
MAGsDB_TARA_MED_MAG_00069,MarDB_Prochlorococcus_sp_AG-347-I04,0,2.521625094,0.630674847,unlinked
MAGsDB_NZVJ01,MarDB_Alphaproteobacteria_bacterium_casp-alpha6,0,1.411944837,0.46395806,unlinked
MAGsDB_PBUO01,MarDB_Prochlorococcus_sp_AG-402-N10,0,2.677674327,0.68855042,unlinked
MAGsDB_NZEV01,MAGsDB_NYTS01,0,1.752032227,0.734069242,unlinked
MAGsDB_TARA_ANW_MAG_00022,MAGsDB_DKQY01,0,1.98295012,0.632417769,unlinked
MarDB_Pelagibacteraceae_bacterium_AG-390-L03,MAGsDB_PARL01,0,2.846852227,0.700983607,unlinked
MAGsDB_DLRM01,MarDB_Halieaceae_bacterium_MED-G27,0,2.386212227,0.646878199,unlinked
MarDB_Psychrobacter_sp_TB15,MAGsDB_TARA_RED_MAG_00011,0,2.018756114,0.6372993,unlinked
MAGsDB_NZHU01,MAGsDB_DCWH01,0,1.830323999,0.63730315,unlinked
MarDB_GCA_003491725.1_ASM349172v1,MarDB_Pelagibacteraceae_bacterium_AG-345-O09,0,2.274973414,0.654919236,unlinked
MAGsDB_PAND01,MarDB_Pseudoalteromonas_sp_H71,0,2.735220617,0.673372781,unlinked
MarDB_GCA_003450155.1_ASM345015v1,MAGsDB_TARA_PSW_MAG_00053,0,1.918683114,0.664,unlinked
MAGsDB_TARA_ANE_MAG_00004,MarDB_Glaciecola_mesophila_KMM_241,0,2.166505897,0.634914886,unlinked
MAGsDB_TARA_MED_MAG_00095,MAGsDB_NHDX01,0,3.287628144,0.791436464,unlinked
MAGsDB_PBUF01,MAGsDB_TARA_MED_MAG_00027,0,2.615351259,0.663887441,unlinked
MAGsDB_PBLK01,MAGsDB_DFWB01,0,2.508857727,0.607289528,unlinked
MarDB_Roseovarius_indicus_strain_DSM_26383,MAGsDB_PBRN01,0,1.939829927,0.602883355,unlinked
MAGsDB_TARA_PON_MAG_00033,MAGsDB_PAZE01,0,3.004805514,0.773898111,unlinked
MAGsDB_PAHQ01,MAGsDB_PBDS01,0,2.141542427,0.678211311,unlinked
MAGsDB_PBQA01,MAGsDB_TARA_IOS_MAG_00020,0,2.278817272,0.60723192,unlinked
MAGsDB_DAFX01,MAGsDB_PBEF01,0,2.584297217,0.753877276,unlinked
MAGsDB_TARA_MED_MAG_00054,MAGsDB_PBWH01,0,2.368278534,0.659340659,unlinked
MAGsDB_PATH01,MAGsDB_DACD01,0,2.563206415,0.79282329,unlinked
MarDB_Prochlorococcus_sp_AG-347-J19,MAGsDB_DCWP01,0,2.652381958,0.681872749,unlinked
MAGsDB_DFPC01,MarDB_Pelagibacteraceae_bacterium_AG-319-F18,0,2.299993213,0.63923445,unlinked
MarDB_Prochlorococcus_sp_AG-402-A04,MAGsDB_PBKG01,0,3.035178227,0.658946412,unlinked
MAGsDB_PBRM01,MAGsDB_TARA_PSE_MAG_00011,0,1.838216394,0.647086915,unlinked
MarDB_Pelagibacteraceae_bacterium_AG-422-B15,MAGsDB_TARA_PSE_MAG_00041,0,2.952423614,0.665286404,unlinked
MAGsDB_DKPW01,MAGsDB_DFRK01,0,1.088052227,0.619796954,unlinked
MarDB_Pacificimonas_flava_JLT2012,MAGsDB_DAUW01,0,2.730517227,0.795881007,unlinked
MarDB_GCA_003545375.1_ASM354537v1,MAGsDB_DKOA01,0,1.343903814,0.584237848,unlinked
MarDB_Alphaproteobacteria_bacterium_MarineAlpha3_Bin7,MAGsDB_TARA_SOC_MAG_00003,0,2.989812693,0.658378916,unlinked
MAGsDB_PBUF01,MAGsDB_PAYK01,0,2.851387607,0.658364916,unlinked
MarDB_Alphaproteobacteria_bacterium_MarineAlpha5_Bin9,MAGsDB_TARA_RED_MAG_00047,0,2.048413714,0.641852286,unlinked
MarDB_Alphaproteobacteria_bacterium_MarineAlpha5_Bin9,MarDB_GCA_003451575.1_ASM345157v1,0,2.059698527,0.635186961,unlinked
MAGsDB_TARA_PSE_MAG_00009,MAGsDB_NHCD01,0,2.698002567,0.614415323,unlinked
MarDB_GCA_003450155.1_ASM345015v1,MAGsDB_DBGM01,0,2.682882387,0.604166667,unlinked
MarDB_Pelagibacteraceae_bacterium_GOM-A1,MAGsDB_PBNP01,0,2.959412237,0.667540984,unlinked
MAGsDB_PBEP01,MarRef_Alteromonas_sp_SN2,0,2.363101331,0.766920152,unlinked
MarDB_Alphaproteobacteria_bacterium_MarineAlpha2_Bin1,MarDB_Prochlorococcus_sp_AG-347-J14,0,2.873518127,0.6718507,unlinked
MarRef_Halioglobus_japonicus_NBRC_107739,MAGsDB_NZGF01,0,2.726223327,0.628392484,unlinked
MarDB_Pelagibacteraceae_bacterium_AG-325-E08,MAGsDB_TARA_PON_MAG_00006,0,2.387137614,0.726032892,unlinked
MAGsDB_TARA_RED_MAG_00002,MAGsDB_PBDA01,0,2.206096904,0.607255521,unlinked
MAGsDB_DCQX01,MAGsDB_PBLD01,0,2.515261604,0.617358843,unlinked
MAGsDB_TARA_MED_MAG_00072,MarDB_GCA_003545375.1_ASM354537v1,0,2.87200256,0.65675446,unlinked
MAGsDB_TARA_PSE_MAG_00023,MarDB_Prochlorococcus_sp_AG-347-L21,0,2.888855904,0.69589294,unlinked
MAGsDB_TARA_RED_MAG_00003,MAGsDB_TARA_ASE_MAG_00008,0,1.70557704,0.52361516,unlinked
MAGsDB_DCXP01,MarDB_GCA_003533785.1_ASM353378v1,0,2.520602227,0.685827552,unlinked
MarDB_Rhodococcus_sp_PML026,MarDB_Prochlorococcus_sp_AG-347-L21,0,2.748451865,0.682113821,unlinked
MarDB_Halomonas_taeanensis_strain_BH539,MAGsDB_TARA_MED_MAG_00047,0,0.87527121,0.559202814,unlinked
MAGsDB_PAUJ01,MAGsDB_NZXB01,0,2.843192227,0.662842893,unlinked
MarDB_Idiomarina_zobellii,MAGsDB_DAHJ01,0,2.192551055,0.858473824,unlinked
MAGsDB_TARA_RED_MAG_00051,MAGsDB_TARA_RED_MAG_00011,0,2.19210238,0.616702355,unlinked
MAGsDB_DJIA01,MAGsDB_DBBQ01,0,2.604542227,0.619969435,unlinked
MAGsDB_NZEV01,MAGsDB_PBAS01,0,2.189279689,0.714965627,unlinked
MAGsDB_TARA_MED_MAG_00022,MAGsDB_NZXB01,0,1.608056866,0.498373102,unlinked
MAGsDB_DDJS01,MAGsDB_TARA_ANW_MAG_00002,0,1.238312227,0.535887097,unlinked
MAGsDB_NZGC01,MAGsDB_NZKO01,0,2.439572227,0.637323944,unlinked
MAGsDB_PBGY01,MAGsDB_PBSB01,0,2.783414514,0.676337847,unlinked
MAGsDB_DCQR01,MAGsDB_DBVI01,0,1.364402785,0.536585366,unlinked
MAGsDB_TARA_PSE_MAG_00025,MarDB_GCA_003445215.1_ASM344521v1,0,0.420790614,0.397008547,unlinked
MAGsDB_DKAC01,MarDB_Pelagibacteraceae_bacterium_AG-337-I02,0,2.606278065,0.641203704,unlinked
MAGsDB_TARA_IOS_MAG_00023,MAGsDB_TARA_ASW_MAG_00001,0,1.88660632,0.561806982,unlinked
MAGsDB_TARA_PON_MAG_00005,MAGsDB_DEAL01,0,2.317589802,0.645803698,unlinked
MAGsDB_PBVQ01,MarDB_Vitellibacter_sp_D-24,0,2.949110787,0.711064499,unlinked
MAGsDB_PBYQ01,MAGsDB_PBHR01,0,2.957099657,0.800837599,unlinked
MarDB_Hyphomonas_sp_22II1-22F38,MarDB_Bacteroidetes_bacterium_strain_Sum29NG08_bin36,0,3.206616147,0.630963096,unlinked
MAGsDB_TARA_MED_MAG_00042,MAGsDB_NHDB01,0,2.765889952,0.627866972,unlinked
MAGsDB_PBQX02,MAGsDB_TARA_MED_MAG_00065,0,2.849618158,0.610264228,unlinked
MAGsDB_PBYI01,MAGsDB_TARA_IOS_MAG_00003,0,2.230426607,0.609396914,unlinked
MAGsDB_NZLU01,MAGsDB_DAXQ01,0,2.440626927,0.843806104,unlinked
MAGsDB_PAPT01,MarDB_Prochlorococcus_sp_AG-418-K17,0,3.148770527,0.668321748,unlinked
MarDB_Prochlorococcus_sp_AG-347-C10,MAGsDB_TARA_PSW_MAG_00029,0,3.510129083,0.695519791,unlinked
MarDB_Vibrio_splendidus_strain_10N_261_55_E11,MAGsDB_PBDP01,0,2.45493691,0.75916056,unlinked
MarDB_Prochlorococcus_sp_AG-436-O11,MAGsDB_PAQF01,0,2.512868027,0.701353243,unlinked
MAGsDB_NZJB01,MAGsDB_PBHR01,0,2.595643987,0.810498688,unlinked
MAGsDB_DEAL01,MarDB_Vitellibacter_sp_D-24,0,2.548019662,0.652465294,unlinked
MarRef_Thalassolituus_oleivorans_MIL-1,MAGsDB_TARA_ANE_MAG_00010,0,2.762111006,0.65243129,unlinked
MAGsDB_NHBK01,MAGsDB_TARA_RED_MAG_00081,0,2.099046014,0.612268519,unlinked
MAGsDB_PBTY01,MAGsDB_TARA_MED_MAG_00016,0,2.700537814,0.664658635,unlinked
MAGsDB_TARA_MED_MAG_00039,MAGsDB_TARA_PON_MAG_00039,0,1.607322104,0.468731736,unlinked
MarDB_OCS116_cluster_bacterium_AG-435-F03,MarDB_Prochlorococcus_sp_AG-402-K10,0,3.511220337,0.626477541,unlinked
MarDB_Alphaproteobacteria_bacterium_MarineAlpha5_Bin5,MarDB_Prochlorococcus_sp_AG-436-O11,0,3.154438227,0.688888889,unlinked
MAGsDB_DLTP01,MAGsDB_TARA_ASE_MAG_00010,0,2.2885303,0.6845953,unlinked
MarDB_Pelagibacteraceae_bacterium_AG-422-B15,MAGsDB_TARA_RED_MAG_00047,0,2.233265314,0.68764988,unlinked
MAGsDB_PAHY01,MAGsDB_DLRQ01,0,2.140950724,0.665135508,unlinked
MAGsDB_TARA_MED_MAG_00043,MAGsDB_PAQM01,0,2.804106774,0.664477612,unlinked
MAGsDB_TARA_RED_MAG_00028,MAGsDB_PABV01,0,3.038299914,0.753272251,unlinked
MAGsDB_PAQR01,MarDB_OCS116_cluster_bacterium_AG-390-A19,0,1.336215364,0.634550085,unlinked
MAGsDB_TARA_ASW_MAG_00023,MarDB_Mesonia_mobilis,0,0.679689214,0.411835027,unlinked
MarDB_Alphaproteobacteria_bacterium_MarineAlpha5_Bin7,MarDB_Prochlorococcus_sp_AG-409-G20,0,2.582938227,0.680116959,unlinked
MAGsDB_TARA_PSW_MAG_00054,MarDB_GCF_003730275.1_ASM373027v1,0,3.04722592,0.662324649,unlinked
MarDB_GCA_003445215.1_ASM344521v1,MarDB_Acidimicrobiales_bacterium_MED-G01,0,2.613752127,0.669334457,unlinked
MAGsDB_NZKZ01,MAGsDB_TARA_PSE_MAG_00023,0,2.422461847,0.690041494,unlinked
MarDB_Prochlorococcus_sp_AG-363-C20,MAGsDB_DDCY01,0,2.576332897,0.66078629,unlinked
MAGsDB_TARA_ANE_MAG_00044,MAGsDB_TARA_RED_MAG_00029,0,2.7027175,0.63399879,unlinked
MAGsDB_DBGJ01,MAGsDB_DBTD01,0,2.347084304,0.681389365,unlinked
MarDB_Nitrosopumilus_sp_BACL13_MAG-121220-bin23,MAGsDB_DJMC01,0,1.715059182,0.838996341,unlinked
MarDB_Pacificimonas_flava_JLT2012,MAGsDB_TARA_ION_MAG_00005,0,2.067871314,0.496665359,unlinked
MAGsDB_PBKN01,MAGsDB_DHXI01,0,2.681992027,0.695098963,unlinked
MAGsDB_PAFF01,MAGsDB_TARA_ANE_MAG_00057,0,2.580937482,0.709223554,unlinked
MAGsDB_NZGC01,MAGsDB_NYWV01,0,0.997233427,0.486973948,unlinked
MarDB_SAR116_cluster_bacterium_AG-447-C21,MAGsDB_TARA_ANE_MAG_00024,0,2.697447594,0.806343104,unlinked
MAGsDB_PBAE01,MAGsDB_PBQA01,0,1.383119882,0.65758092,unlinked
MAGsDB_TARA_ION_MAG_00047,MAGsDB_PBLL01,0,2.600909914,0.690407812,unlinked
MAGsDB_PAQM01,MAGsDB_PBEF01,0,1.930102217,0.552317881,unlinked
MAGsDB_PABG01,MAGsDB_NZFP01,0,1.811386292,0.630718954,unlinked
MAGsDB_DJYV01,MarDB_Roseovarius_mucosus,0,3.250930927,0.689312977,unlinked
MarDB_Halieaceae_bacterium_MED-G27,MAGsDB_TARA_MED_MAG_00087,0,1.494202547,0.584798639,unlinked
MAGsDB_NZIJ01,MarDB_Pseudoalteromonas_arabiensis_JCM_17292,0,1.069862227,0.565081839,unlinked
MAGsDB_DAHL01,MAGsDB_PATE01,0,2.178655957,0.838214784,unlinked
MAGsDB_TARA_PSW_MAG_00002,MAGsDB_PBYU01,0,1.858161227,0.54117129,unlinked
MAGsDB_DATW01,MAGsDB_TARA_PSW_MAG_00024,0,2.316857629,0.812340967,unlinked
MAGsDB_NZGW01,MarDB_GCF_003634285.1_ASM363428v1,0,0.070361478,0.176759411,unlinked
MAGsDB_TARA_RED_MAG_00061,MarDB_marine_actinobacterium_MedAcidiG1,0,2.006790482,0.635514019,unlinked
MarDB_Pelagibacteraceae_bacterium_AG-426-M19,MAGsDB_DALZ01,0,3.028439487,0.801461632,unlinked
MarDB_GCA_003526745.1_ASM352674v1,MAGsDB_TARA_PSE_MAG_00050,0,2.01623031,0.667161227,unlinked
MAGsDB_NYXD01,MAGsDB_PAHL01,0,0.962665127,0.479801559,unlinked
MarDB_Alphaproteobacteria_bacterium_MarineAlpha5_Bin5,MarDB_Pseudomonas_stutzeri_strain_4C29,0,1.946480618,0.66607079,unlinked
MAGsDB_TARA_PSE_MAG_00046,MAGsDB_PBRP01,0,2.257237224,0.651521835,unlinked
MarRef_Zunongwangia_profunda_SM-A87,MarDB_GCF_003788585.1_ASM378858v1,0,2.797334314,0.573867854,unlinked
MAGsDB_DEYT01,MAGsDB_TARA_PSW_MAG_00090,0,2.659279214,0.641264904,unlinked
MarDB_Prochlorococcus_sp_AG-418-M08,MAGsDB_TARA_MED_MAG_00036,0,2.791627394,0.636315511,unlinked
MAGsDB_TARA_MED_MAG_00060,MAGsDB_PASE01,0,3.060509584,0.816495852,unlinked
MAGsDB_DEWY01,MAGsDB_PAIF01,0,2.637349614,0.677545692,unlinked
MAGsDB_NZWG01,MAGsDB_TARA_PSE_MAG_00023,0,2.362025504,0.642678661,unlinked
MAGsDB_TARA_ANE_MAG_00027,MAGsDB_TARA_MED_MAG_00006,0,2.527593185,0.787119857,unlinked
MAGsDB_TARA_IOS_MAG_00005,MarDB_Alphaproteobacteria_bacterium_MarineAlpha9_Bin3,0,2.184188718,0.595358224,unlinked
MAGsDB_TARA_ANE_MAG_00033,MarRef_Idiomarina_loihiensis_L2TR,0,2.574458489,0.762250454,unlinked
MAGsDB_DHXI01,MAGsDB_TARA_MED_MAG_00006,0,2.547552207,0.630909813,unlinked
MarDB_Prochlorococcus_sp_AG-355-B18,MAGsDB_PACC02,0,3.623701684,0.652839506,unlinked
MAGsDB_TARA_PON_MAG_00005,MAGsDB_DLTS01,0,2.322677827,0.64474929,unlinked
MarDB_Maribacter_sp_SDRB-Phe2,MAGsDB_DEYU01,0,2.380146633,0.646380821,unlinked
MarDB_Prochlorococcus_sp_AG-355-M18,MarDB_Prochlorococcus_sp_AG-418-I20,0,0.014282227,0.206312548,unlinked
MarRef_Synechococcus_sp_WH_8102,MAGsDB_NZXT01,0,2.492058594,0.654034629,unlinked
MarDB_Rhodobacteraceae_bacterium_SB2,MarDB_Prochlorococcus_sp_AG-442-B03,0,3.511898227,0.654786573,unlinked
MAGsDB_TARA_ANW_MAG_00014,MAGsDB_NZXX01,0,2.188196117,0.666543438,unlinked
MAGsDB_DAPT01,MAGsDB_DAVD01,0,0.460075527,0.270072993,unlinked
MAGsDB_DDZS01,MAGsDB_PAHO01,0,2.053592227,0.609887157,unlinked
MAGsDB_DIHT01,MAGsDB_TARA_MED_MAG_00083,0,2.527553434,0.616850552,unlinked
MarDB_Vibrio_tasmaniensis_5F-79,MAGsDB_DKPW01,0,1.54117779,0.733779972,unlinked
MAGsDB_TARA_MED_MAG_00069,MAGsDB_TARA_PSE_MAG_00022,0,2.054979094,0.680017606,unlinked
MAGsDB_TARA_IOS_MAG_00005,MAGsDB_DBGJ01,0,2.126158214,0.653547385,unlinked
