Feature,value
Feature B,38.48820424
Feature B,34.32070562
Feature B,35.34577494
Feature B,37.37637297
Feature B,36.29333334
Feature B,41.65934681
Feature B,35.34409726
Feature B,35.57773847
Feature B,33.09408547
Feature B,35.16998203
Feature B,35.58740615
Feature B,22.11758536
Feature B,27.81100982
Feature B,35.56507854
Feature B,34.40829735
Feature B,28.79478403
Feature B,24.05077094
Feature B,33.87378468
Feature B,39.92097459
Feature B,46.63943179
Feature B,35.76925924
Feature B,44.95910904
Feature B,36.49813295
Feature B,36.69319263
Feature B,37.94895188
Feature B,30.77653653
Feature B,35.68969072
Feature B,41.45068619
Feature B,31.50164528
Feature B,34.07036358
Feature B,29.1133755
Feature B,38.12611318
Feature B,38.54879869
Feature B,39.89008411
Feature B,28.68113981
Feature B,36.64341021
Feature B,30.33565385
Feature B,35.99769211
Feature B,44.05574352
Feature B,32.97884828
Feature B,40.30009993
Feature B,31.5019885
Feature B,33.12883074
Feature B,38.6323305
Feature B,31.92532638
Feature B,25.78221099
Feature B,43.59101061
Feature B,38.16214343
Feature B,32.49816336
Feature B,24.03552728
Feature B,47.41325863
Feature B,56.34222493
Feature B,37.24488244
Feature B,41.09883989
Feature B,43.34736187
Feature B,31.7891734
Feature B,33.89282262
Feature B,25.63727378
Feature B,31.58053061
Feature B,39.7344587
Feature B,34.25570406
Feature B,34.71473079
Feature B,35.32464269
Feature B,24.81799811
Feature B,41.02577961
Feature B,27.33904267
Feature B,34.74857903
Feature B,33.36861923
Feature B,34.6884371
Feature B,44.75979567
Feature B,32.50764049
Feature B,31.30141443
Feature B,26.88207603
Feature B,31.16581151
Feature B,29.00289176
Feature B,38.44767718
Feature B,30.82197452
Feature B,37.82425221
Feature B,35.12143507
Feature B,27.39862692
Feature B,31.25635329
Feature B,41.31067473
Feature B,41.41845652
Feature B,48.03343965
Feature B,35.97851815
Feature B,27.02503912
Feature B,31.38949784
Feature B,38.45093103
Feature B,47.40081801
Feature B,36.66005474
Feature B,42.84232095
Feature B,40.60848783
Feature B,28.99145027
Feature B,34.97332409
Feature B,43.83156922
Feature B,41.25657666
Feature B,38.78277685
Feature B,38.86268547
Feature B,33.0515682
Feature B,28.08368812
Feature B,43.77255474
Feature B,27.47868305
Feature B,30.36662448
Feature B,39.77378996
Feature B,28.4268327
Feature B,32.68877752
Feature B,28.90320296
Feature B,39.72398135
Feature B,38.6778781
Feature B,38.53130816
Feature B,38.65478863
Feature B,39.34347448
Feature B,39.83613895
Feature B,24.18803066
Feature B,35.10710183
Feature B,36.67478288
Feature B,40.34805722
Feature B,28.87508354
Feature B,33.00239886
Feature B,29.55814206
Feature B,42.34344128
Feature B,43.6744355
Feature B,40.72606035
Feature B,28.6655797
Feature B,38.7117127
Feature B,42.90269512
Feature B,37.00764588
Feature B,32.603344
Feature B,29.48329056
Feature B,32.00818323
Feature B,40.28909014
Feature B,33.4100334
Feature B,37.36568964
Feature B,43.76967477
Feature B,39.47000964
Feature B,44.18803669
Feature B,25.79052118
Feature B,34.31594232
Feature B,36.39040812
Feature B,39.47153575
Feature B,28.98476027
Feature B,40.83710913
Feature B,37.84434046
Feature B,37.58283608
Feature B,39.05090875
Feature B,35.30184936
Feature B,41.55327659
Feature B,39.88937864
Feature B,35.09874375
Feature B,42.24226212
Feature B,37.75535211
Feature B,40.0125084
Feature B,32.43493415
Feature B,45.48259102
Feature B,35.97606633
Feature B,41.08705661
Feature B,35.39930084
Feature B,34.32222056
Feature B,40.70662947
Feature B,26.49230013
Feature B,38.87019689
Feature B,38.36139824
Feature B,19.82802379
Feature B,38.21026397
Feature B,22.98949352
Feature B,39.95882626
Feature B,33.2765176
Feature B,31.83037905
Feature B,35.95892218
Feature B,44.23831227
Feature B,32.18806154
Feature B,39.34861976
Feature B,38.04694721
Feature B,28.92288823
Feature B,25.5538679
Feature B,24.04448537
Feature B,39.30764527
Feature B,35.79154763
Feature B,47.10343022
Feature B,39.44205065
Feature B,41.09817535
Feature B,44.00630151
Feature B,32.99568541
Feature B,39.06058757
Feature B,41.21275962
Feature B,44.21611013
Feature B,40.57590688
Feature B,38.52688304
Feature B,30.79065572
Feature B,40.37736217
Feature B,39.00159523
Feature B,39.80550152
Feature B,38.54187027
Feature B,34.78897173
Feature B,35.53880461
Feature B,40.12418468
Feature B,37.02978904
Feature B,31.01934855
Feature B,34.25904528
Feature B,28.08524565
Feature B,30.19780858
Feature B,35.13233358
Feature B,25.21120466
Feature B,25.86874515
Feature B,42.6153912
Feature B,32.54028645
Feature B,24.88984962
Feature B,35.32282056
Feature B,43.9264156
Feature B,39.97352578
Feature B,38.64829919
Feature B,43.10247547
Feature B,31.37099135
Feature B,40.37813515
Feature B,32.47748631
Feature B,36.00458512
Feature B,49.28679192
Feature B,41.81660637
Feature B,40.60804628
Feature B,29.35003253
Feature B,31.28258448
Feature B,49.70469888
Feature B,29.44019542
Feature B,37.28687625
Feature B,41.35542636
Feature B,42.11254783
Feature B,42.53467207
Feature B,35.02122606
Feature B,31.07407982
Feature B,34.1564566
Feature B,30.58741195
Feature B,39.76241246
Feature B,42.72213017
Feature B,48.76328131
Feature B,38.1966863
Feature B,30.75131174
Feature B,42.14684918
Feature B,41.42855336
Feature B,34.57050782
Feature B,26.65287058
Feature B,40.56785937
Feature B,42.77486637
Feature B,34.22935302
Feature B,39.21745691
Feature B,34.34465715
Feature B,40.09389147
Feature B,35.29625571
Feature B,33.93194482
Feature B,36.66972299
Feature B,34.29956811
Feature B,32.45389701
Feature B,34.10437841
Feature B,35.95108709
Feature B,37.24497084
Feature B,45.19454173
Feature B,27.85201301
Feature B,34.8022857
Feature B,39.78913877
Feature B,46.57212542
Feature B,38.55608618
Feature B,35.9174795
Feature B,34.15465854
Feature B,38.48584898
Feature B,41.93434752
Feature B,34.89685014
Feature B,36.98256844
Feature B,37.30161806
Feature B,40.37566581
Feature B,42.66828244
Feature B,37.6749649
Feature B,35.54297597
Feature B,44.36797879
Feature B,36.98720471
Feature B,45.46711187
Feature B,35.62846405
Feature B,39.68353779
Feature B,26.72346843
Feature B,35.32564823
Feature B,35.86923276
Feature B,31.4499275
Feature B,29.78464269
Feature B,41.68895582
Feature B,41.4849524
Feature B,28.20760803
Feature B,38.54627277
Feature B,29.32472808
Feature B,29.69356064
Feature B,39.15247469
Feature B,31.883856
Feature B,41.96087989
Feature B,36.23114159
Feature B,39.21689385
Feature B,32.85823981
Feature B,29.09267199
Feature B,41.48851345
Feature B,37.42842895
Feature B,34.56559344
Feature B,36.41541196
Feature B,43.95545006
Feature B,31.81100019
Feature B,31.50354933
Feature B,32.28230968
Feature B,26.49005239
Feature B,40.91776883
Feature B,37.15421788
Feature B,37.24303185
Feature B,35.73991587
Feature B,32.93903735
Feature B,31.05948832
Feature B,41.11113842
Feature B,27.44289196
Feature B,38.64179365
Feature B,31.2443301
Feature B,37.69386129
Feature B,31.55585687
Feature B,32.8599499
Feature B,46.6161955
Feature B,40.00969571
Feature B,23.13061785
Feature B,36.7584745
Feature B,33.28912238
Feature B,29.18024287
Feature B,37.25871534
Feature B,36.7797931
Feature B,34.02896056
Feature B,47.8362214
Feature B,22.5078596
Feature B,41.02931632
Feature C,40.26586038
Feature C,45.93908046
Feature C,39.2760138
Feature C,38.43681263
Feature C,31.737722
Feature C,40.74330943
Feature C,56.87247481
Feature C,47.93821325
Feature C,52.05343293
Feature C,47.48979191
Feature C,48.86557625
Feature C,47.41725849
Feature C,44.85235459
Feature C,38.50482736
Feature C,38.80239158
Feature C,32.39496002
Feature C,41.96509372
Feature C,47.39613406
Feature C,48.19153534
Feature C,42.57079623
Feature C,38.7142343
Feature C,61.74310466
Feature C,46.42011319
Feature C,50.52345183
Feature C,39.97391616
Feature C,41.77225424
Feature C,44.69164259
Feature C,52.05913387
Feature C,40.13115273
Feature C,47.121694
Feature C,29.43111219
Feature C,38.9564734
Feature C,34.24794554
Feature C,48.6801763
Feature C,41.01328147
Feature C,39.65775551
Feature C,50.21459908
Feature C,48.69763715
Feature C,36.61187278
Feature C,44.56719893
Feature C,34.62933259
Feature C,39.14630985
Feature C,51.69946582
Feature C,50.70076771
Feature C,48.65411253
Feature C,38.57457668
Feature C,30.71141118
Feature C,34.9458109
Feature C,47.71533915
Feature C,40.25659268
Feature C,29.02435113
Feature C,40.91887507
Feature C,50.46143533
Feature C,45.86081184
Feature C,37.07244874
Feature C,32.72450009
Feature C,37.04071665
Feature C,42.20716603
Feature C,47.32844221
Feature C,30.36035907
Feature C,48.13921053
Feature C,42.03274636
Feature C,45.41867382
Feature C,32.08046662
Feature C,38.00007372
Feature C,39.31059486
Feature C,48.26334809
Feature C,48.16904428
Feature C,44.61054276
Feature C,51.62527309
Feature C,38.9075328
Feature C,48.07522316
Feature C,41.78435982
Feature C,37.99594742
Feature C,47.54028023
Feature C,50.28660199
Feature C,47.2695025
Feature C,38.94357927
Feature C,39.1812742
Feature C,50.26605508
Feature C,44.11695844
Feature C,46.97744388
Feature C,39.9677881
Feature C,49.56620962
Feature C,37.14746913
Feature C,45.75210913
Feature C,37.09695021
Feature C,27.2245499
Feature C,33.94225494
Feature C,42.8177712
Feature C,47.2975365
Feature C,31.4921875
Feature C,34.49145319
Feature C,52.58727598
Feature C,39.3966039
Feature C,45.03420079
Feature C,38.83838807
Feature C,40.20850269
Feature C,42.52346524
Feature C,42.06577106
Feature C,40.84463873
Feature C,39.18122109
Feature C,23.71283466
Feature C,53.211933
Feature C,52.74254525
Feature C,35.39350955
Feature C,40.99135487
Feature C,50.25165183
Feature C,47.98974014
Feature C,49.65960971
Feature C,35.56951849
Feature C,57.46360858
Feature C,35.19924024
Feature C,46.52349805
Feature C,42.84765588
Feature C,39.57773809
Feature C,39.72350521
Feature C,36.05161912
Feature C,51.73595877
Feature C,42.53707937
Feature C,43.5553077
Feature C,43.257797
Feature C,39.74897548
Feature C,35.19587253
Feature C,43.52235786
Feature C,29.4381633
Feature C,33.48859834
Feature C,35.54161983
Feature C,35.52792682
Feature C,42.6431329
Feature C,51.59092529
Feature C,32.90805514
Feature C,44.60205612
Feature C,47.39726852
Feature C,36.06280679
Feature C,41.68320359
Feature C,46.94166542
Feature C,40.46694538
Feature C,40.67589392
Feature C,43.84636075
Feature C,41.63992048
Feature C,38.66608266
Feature C,41.16830988
Feature C,53.29703875
Feature C,47.24201208
Feature C,36.51241756
Feature C,34.53049427
Feature C,39.84010656
Feature C,49.97264821
Feature C,43.75607471
Feature C,37.79096858
Feature C,47.29340741
Feature C,41.19977767
Feature C,35.275929
Feature C,44.76715473
Feature C,51.14485686
Feature C,44.60680979
Feature C,43.15200223
Feature C,38.06254123
Feature C,45.41039119
Feature C,35.57657679
Feature C,32.08110585
Feature C,41.73988339
Feature C,41.79243897
Feature C,56.19033319
Feature C,34.70191615
Feature C,43.02543794
Feature C,46.83031856
Feature C,48.30355706
Feature C,41.93565309
Feature C,37.54046315
Feature C,41.60529569
Feature C,53.63853595
Feature C,44.89643405
Feature C,29.73313756
Feature C,50.54075477
Feature C,45.24301597
Feature C,41.79856937
Feature C,41.89281827
Feature C,41.10126168
Feature C,43.53935689
Feature C,38.9767984
Feature C,43.66206751
Feature C,36.41186385
Feature C,43.20088125
Feature C,48.64102452
Feature C,45.05523668
Feature C,48.20249806
Feature C,35.45478743
Feature C,42.32875671
Feature C,45.70350182
Feature C,35.59197079
Feature C,51.39488602
Feature C,35.79115193
Feature C,42.98711225
Feature C,42.91099398
Feature C,42.73002181
Feature C,40.7374525
Feature C,44.69962072
Feature C,35.81301305
Feature C,34.26381487
Feature C,38.07258817
Feature C,41.65605538
Feature C,49.54048692
Feature C,51.52472484
Feature C,43.91688878
Feature C,44.28954974
Feature C,40.5381307
Feature C,42.2883185
Feature C,33.57272483
Feature C,43.73960237
Feature C,38.78667851
Feature C,44.00807264
Feature C,39.92411197
Feature C,38.03030559
Feature C,40.68533174
Feature C,39.79857054
Feature C,48.56746925
Feature C,43.25524849
Feature C,44.59494856
Feature C,34.55487849
Feature C,50.98093026
Feature C,42.95622265
Feature C,36.86231158
Feature C,43.85427987
Feature C,47.22260418
Feature C,33.69793717
Feature C,52.14064182
Feature C,41.05181577
Feature C,48.72702468
Feature C,42.43356791
Feature C,40.00546293
Feature C,30.99047972
Feature C,35.39896669
Feature C,41.7519582
Feature C,46.96711527
Feature C,30.70992808
Feature C,50.25264667
Feature C,50.39394279
Feature C,35.14010246
Feature C,44.83380337
Feature C,35.79816472
Feature C,41.24880013
Feature C,47.57197643
Feature C,47.21003789
Feature C,36.90495238
Feature C,39.68018127
Feature C,36.14301857
Feature C,44.03726196
Feature C,32.64554901
Feature C,26.22404735
Feature C,50.81887369
Feature C,55.64083748
Feature C,39.26979876
Feature C,46.56661492
Feature C,41.9549833
Feature C,50.8458828
Feature C,45.3248636
Feature C,43.22198379
Feature C,31.20518129
Feature C,48.49773408
Feature C,39.89487831
Feature C,33.57905949
Feature C,40.78922001
Feature C,41.23933104
Feature C,48.35524124
Feature C,34.99562381
Feature C,38.65413824
Feature C,50.92871957
Feature C,50.15199461
Feature C,48.97928726
Feature C,51.96914367
Feature C,43.22418588
Feature C,38.50869788
Feature C,45.33122437
Feature C,48.35233875
Feature C,56.48179963
Feature C,30.210106
Feature C,43.63941422
Feature C,45.9287675
Feature C,41.67240807
Feature C,32.65306651
Feature C,46.44900535
Feature C,37.32548555
Feature C,45.03516899
Feature C,47.44531024
Feature C,49.70374206
Feature C,32.65281722
Feature C,48.49045109
Feature C,37.45811186
Feature C,34.26588316
Feature C,49.885924
Feature C,48.87755984
Feature C,40.54450039
Feature C,46.55724424
Feature C,36.83804555
Feature C,41.09381053
Feature C,41.4376606
Feature C,40.31555967
Feature C,46.40459242
Feature C,51.22396521
Feature C,39.26537362
Feature C,41.80404929
Feature C,51.82054409
Feature C,40.02574818
Feature C,26.37577098
Feature C,45.08390272
Feature C,36.68119193
Feature C,36.00876956
Feature C,50.52490088
Feature C,56.68798804
Feature C,35.76130475
Feature C,48.18615109
Feature C,41.43511297
Feature C,42.85084476
Feature C,49.33342021
Feature C,43.28204711
Feature C,36.89180788
Feature C,39.17754675
Feature C,46.11681153
Feature C,27.98431601
Feature C,48.57146629
Feature C,32.59709941
Feature C,42.13158638
Feature C,40.85784613
Feature C,49.75841692
Feature C,43.13309589
Feature C,42.61163481
Feature C,46.18881485
Feature C,37.03791266
Feature C,40.82460686
Feature C,49.06550648
Feature C,46.10084173
Feature C,34.34701976
Feature C,45.8277382
Feature C,33.73446225
Feature C,38.41013518
Feature C,49.2655223
Feature C,28.49372895
Feature C,31.32591485
Feature C,49.80823604
Feature C,37.1112433
Feature C,49.46224211
Feature C,40.9904988
Feature C,44.56665407
Feature C,46.87967334
Feature C,38.09272878
Feature C,40.17245446
Feature C,39.50941698
Feature C,58.89650566
Feature C,42.75688241
Feature C,44.83680254
Feature C,39.95547875
Feature C,40.54925614
Feature C,50.27252801
Feature C,39.96669798
Feature C,42.12081782
Feature C,44.26177298
Feature C,39.40965753
Feature C,53.75438494
Feature C,33.42924233
Feature C,54.06775788
Feature C,39.89044867
Feature C,50.14271788
Feature C,30.00493553
Feature C,47.73648373
Feature C,47.25858759
Feature C,34.37269817
Feature C,37.39005673
Feature C,43.16114907
Feature C,48.86301257
Feature C,37.40400418
Feature C,40.65524401
Feature C,51.42808161
Feature C,35.23591655
Feature C,47.68676388
Feature C,44.69260914
Feature C,35.36511283
Feature C,37.99279295
Feature C,46.69966506
Feature C,43.4937566
Feature C,50.55058966
Feature C,38.38929623
Feature C,31.71307382
Feature C,48.28696156
Feature C,38.34827029
Feature C,42.72204316
Feature C,52.31425088
Feature C,40.49751569
Feature C,51.29733196
Feature C,35.4171621
Feature C,47.55306742
Feature C,43.48079527
Feature C,37.57937076
Feature C,34.31994637
Feature C,42.45986198
Feature C,43.53098857
Feature C,43.6646809
Feature C,45.22113613
Feature C,39.2370866
Feature C,38.93037767
Feature C,43.42162727
Feature C,38.75046497
Feature C,49.31536588
Feature C,43.04481525
Feature C,38.3083901
Feature C,31.15864222
Feature C,38.13791336
Feature C,54.27611311
Feature C,38.63542547
Feature C,36.98400416
Feature C,45.91768502
Feature C,44.64775875
Feature C,46.50977434
Feature C,40.33214949
Feature C,48.7359253
Feature C,34.96434684
Feature C,41.70673939
Feature C,37.77515798
Feature C,46.08455183
Feature C,42.78004057
Feature C,48.65824849
Feature C,54.35100521
Feature C,42.84393319
Feature C,38.79230009
Feature C,37.05889964
Feature C,40.42179611
Feature C,41.58238898
Feature C,53.95081149
Feature C,35.22534274
Feature C,35.44069538
Feature C,39.55219986
Feature C,45.52535678
Feature C,46.92667116
Feature C,36.5523918
Feature C,42.76223164
Feature C,41.74264213
Feature C,49.17123882
Feature C,48.53515342
Feature C,40.12631583
Feature C,42.2759626
Feature C,45.91633568
Feature C,32.07904418
Feature C,40.13837421
Feature C,45.4492373
Feature C,38.86060707
Feature C,41.64049079
Feature C,41.87395479
Feature C,37.65808071
Feature C,36.03312098
Feature C,40.80079659
Feature C,39.91783306
Feature C,47.00457039
Feature C,51.17929327
Feature C,41.92846572
Feature C,44.39203195
Feature C,41.57750812
Feature C,45.60815906
Feature C,43.31097277
Feature C,43.41957301
Feature C,48.67749077
Feature C,36.0754731
Feature C,50.68718408
Feature C,44.09467447
Feature C,43.08493206
Feature C,38.63854889
Feature C,41.01673445
Feature C,44.24210883
Feature C,29.61771446
Feature C,38.39086831
Feature C,45.51594967
Feature C,40.23310928
Feature C,37.19683473
Feature C,38.18583281
Feature C,43.41449419
Feature C,32.19100569
Feature C,47.22737544
Feature C,28.98639195
Feature C,38.97996287
Feature C,37.27690513
Feature C,34.50839874
Feature C,35.53255596
Feature C,43.50046412
Feature C,41.28135581
Feature C,40.19488421
Feature C,28.07541735
Feature C,34.05407573
Feature C,41.21215733
Feature C,36.73178908
Feature C,37.21938642
Feature C,48.29724428
Feature C,43.05353009
Feature C,35.73693227
Feature C,39.18782391
Feature C,40.29057911
Feature C,37.91822891
Feature C,36.21567834
Feature C,41.68917551
Feature C,46.44716832
Feature C,43.36111202
Feature C,40.79911792
Feature C,44.32692147
Feature C,46.7635102
Feature C,41.15691625
Feature C,44.73483119
Feature C,35.12656256
Feature C,40.50209587
Feature C,39.47821035
Feature C,43.17398702
Feature C,44.14391708
Feature C,41.25829213
Feature C,37.40271466
Feature C,36.4217147
Feature C,43.67112366
Feature C,50.14102111
Feature C,37.27718643
Feature C,39.69120797
Feature C,43.98408336
Feature C,38.6722773
Feature C,42.72943389
Feature C,41.7144233
Feature C,37.34249046
Feature C,46.98864751
Feature C,47.07784702
Feature C,48.14483704
Feature C,49.60797952
Feature C,38.96182927
Feature C,39.21310862
Feature C,43.567308
Feature C,45.78048586
Feature C,39.96224306
Feature C,39.45993115
Feature C,38.29037083
Feature C,50.89321134
Feature C,26.95100189
Feature C,40.9945318
Feature C,42.22927726
Feature C,35.64234238
Feature C,44.31255537
Feature C,30.1974739
Feature C,47.72981317
Feature C,32.01983649
Feature C,28.78359072
Feature C,37.41861705
Feature C,42.97248236
Feature C,38.09059701
Feature C,38.64427803
Feature C,43.99922985
Feature C,35.64659447
Feature C,41.48490273
Feature C,44.98759796
Feature C,51.80393794
Feature C,44.87671129
Feature C,52.28857795
Feature C,44.7189602
Feature C,41.98055324
Feature C,28.46079086
Feature C,34.65204869
Feature C,40.08622426
Feature C,46.27362274
Feature C,40.06491856
Feature C,45.26189173
Feature C,35.61713189
Feature C,40.3552217
Feature C,43.30203619
Feature C,39.84368569
Feature C,42.67699017
Feature C,37.97551184
Feature C,44.24607134
Feature C,41.51367064
Feature C,41.71770392
Feature C,30.30727748
Feature C,37.95798851
Feature C,33.06213549
Feature C,32.36569165
Feature C,39.03670139
Feature C,41.03520979
Feature C,43.70160135
Feature C,48.5475759
Feature C,44.66640178
Feature C,48.07242204
Feature C,38.84213827
Feature C,40.15295896
Feature C,48.51101331
Feature C,42.0072431
Feature C,31.91853171
Feature C,36.92066689
Feature C,48.04555236
Feature C,38.33557645
Feature C,44.0006648
Feature C,42.08533617
Feature C,39.02185436
Feature C,39.89528165
Feature C,44.35032329
Feature C,43.25747297
Feature C,49.40802084
Feature C,40.80108129
Feature C,36.46075175
Feature C,42.99541861
Feature C,46.23200732
Feature C,55.69180173
Feature C,39.21790192
Feature C,40.04187857
Feature C,47.29495926
Feature C,49.68771676
Feature C,38.04790886
Feature C,45.98742273
Feature C,38.60905492
Feature C,36.22693038
Feature C,45.74016541
Feature C,42.63898663
Feature C,44.33598527
Feature C,38.51697902
Feature C,52.76986774
Feature C,45.99172805
Feature C,39.75358545
Feature C,46.21649359
Feature C,34.7129137
Feature C,41.17349924
Feature C,50.42014739
Feature C,40.86696413
Feature C,47.46294223
Feature C,40.668468
Feature C,28.2118416
Feature C,36.71872473
Feature C,43.33641413
Feature C,50.67931627
Feature C,38.43958725
Feature C,43.65587407
Feature C,36.21108426
Feature C,35.90126255
Feature C,37.33610014
Feature C,50.2143724
Feature C,47.64186054
Feature C,45.56199094
Feature C,48.69277532
Feature C,39.45345002
Feature C,46.55746162
Feature C,43.25777567
Feature C,35.70539445
Feature C,37.01362667
Feature C,42.30031759
Feature C,43.23378037
Feature C,40.07184949
Feature C,36.02105254
Feature C,29.45464836
Feature C,44.55141288
Feature C,40.22836975
Feature C,45.2949653
Feature C,32.72464912
Feature C,34.47998439
Feature C,41.33200875
Feature C,33.52311879
Feature C,30.1022769
Feature C,46.70157245
Feature C,47.40521604
Feature C,35.82021815
Feature C,40.36765639
Feature C,35.19616257
Feature C,43.8985615
Feature C,41.82193019
Feature C,36.78323729
Feature C,37.35469474
Feature C,35.62751284
Feature C,44.61824557
Feature C,45.42605309
Feature C,44.25884937
Feature C,36.94266182
Feature C,31.28298223
Feature C,45.18525398
Feature C,40.93764632
Feature C,41.7636459
Feature C,48.19276791
Feature C,36.63890499
Feature C,48.86409195
Feature C,39.52085103
Feature C,37.72087307
Feature C,40.76552314
Feature C,44.34011837
Feature C,40.75670613
Feature C,36.59695668
Feature C,40.31025433
Feature C,26.74841339
Feature C,38.94892991
Feature C,44.73579731
Feature C,40.98444135
Feature C,46.12996633
Feature C,44.9158946
Feature C,45.87388048
Feature C,45.93626967
Feature C,31.56851543
Feature C,42.02495808
Feature C,51.78040401
Feature C,39.11708864
Feature C,44.71681465
Feature C,42.86036239
Feature C,45.34207335
Feature C,40.3678193
Feature C,38.11020422
Feature C,42.43176507
Feature C,43.24688898
Feature C,40.88800626
Feature C,42.18864399
Feature C,44.4681116
Feature C,37.34289666
Feature C,48.83806594
Feature C,55.20456162
Feature C,50.86323197
Feature C,39.2734929
Feature C,31.06267639
Feature C,42.32518774
Feature C,47.28163932
Feature C,46.66864019
Feature C,34.62151935
Feature C,35.32110894
Feature C,42.80246781
Feature C,45.75648807
Feature C,47.23758998
Feature C,46.89835187
Feature C,36.19214705
Feature C,34.12436966
Feature C,29.92488133
Feature C,45.02959619
Feature C,46.96866939
Feature C,44.01510413
Feature C,35.64525332
Feature C,51.4063005
Feature C,39.77912025
Feature C,52.67423017
Feature C,45.30841203
Feature C,49.14186387
Feature C,43.98361336
Feature C,41.61208663
Feature C,35.92471159
Feature C,38.64891486
Feature C,41.71735298
Feature C,43.69244441
Feature C,41.80068473
Feature C,40.93216807
Feature C,43.1009131
Feature C,38.85376774
Feature C,38.78437526
Feature C,33.26577179
Feature C,47.07762882
Feature C,42.28159421
Feature C,41.4982546
Feature C,37.55448831
Feature C,40.51335682
Feature C,35.47930287
Feature C,35.70421589
Feature C,30.48628937
Feature C,47.89019264
Feature C,42.75578449
Feature C,35.29934175
Feature C,48.98271962
Feature C,45.7475501
Feature C,46.45429365
Feature C,40.6453766
Feature C,39.46276796
Feature C,41.41168259
Feature C,44.42814394
Feature C,46.79948764
Feature C,51.5368149
Feature C,38.94557758
Feature C,35.90661151
Feature C,42.60515199
Feature C,60.13262511
Feature C,39.42830493
Feature C,48.87408731
Feature C,40.54141074
Feature C,39.12874057
Feature C,37.73749727
Feature C,40.73253223
Feature C,51.85070683
Feature C,43.81108032
Feature C,44.92397474
Feature C,47.03241475
Feature C,54.43044908
Feature C,46.65371305
Feature C,33.43733188
Feature C,35.79893199
Feature C,32.46326932
Feature C,24.90871938
Feature C,49.74440357
Feature C,39.03765675
Feature C,44.36982407
Feature C,49.08970712
Feature C,38.92900383
Feature C,41.19019411
Feature C,44.10153708
Feature C,43.35527533
Feature C,37.3541085
Feature C,46.38489366
Feature C,45.27381317
Feature C,40.26930422
Feature C,34.66571453
Feature C,45.80000157
Feature C,50.56511794
Feature C,50.28310496
Feature C,47.2358074
Feature D,45.10118959
Feature D,44.81191848
Feature D,44.47389146
Feature D,45.52981279
Feature D,52.25511373
Feature D,49.53838052
Feature D,36.86183648
Feature D,36.83647422
Feature D,47.86299544
Feature D,48.89963248
Feature D,34.15515395
Feature D,43.10131665
Feature D,48.16536691
Feature D,56.77071549
Feature D,35.92278763
Feature D,40.46733433
Feature D,41.51815892
Feature D,49.05237647
Feature D,49.98503533
Feature D,46.07586461
Feature D,38.32602787
Feature D,44.2166855
Feature D,44.63708408
Feature D,46.78451229
Feature D,57.73731109
Feature D,43.93937682
Feature D,48.45758643
Feature D,43.76760995
Feature D,40.55863291
Feature D,51.81568739
Feature D,41.69622792
Feature D,64.41125514
Feature D,48.55537763
Feature D,48.36152146
Feature D,47.60072873
Feature D,59.06187324
Feature D,51.98356266
Feature D,46.49405614
Feature D,41.00286116
Feature D,41.76763344
Feature D,43.29006417
Feature D,55.28969059
Feature D,46.86611055
Feature D,43.45680826
Feature D,52.75235687
Feature D,56.07108011
Feature D,43.8328111
Feature D,45.33040474
Feature D,50.07170512
Feature D,47.97093338
Feature D,50.43819883
Feature D,58.28519115
Feature D,47.63768068
Feature D,46.31578639
Feature D,50.91248677
Feature D,47.70393282
Feature D,51.76659037
Feature D,46.65617309
Feature D,50.66113629
Feature D,38.61755575
Feature D,48.08342195
Feature D,44.90270408
Feature D,40.85674455
Feature D,45.52158475
Feature D,50.23196967
Feature D,48.55405778
Feature D,52.16090258
Feature D,53.64539546
Feature D,52.97078418
Feature D,46.05306494
Feature D,40.03106281
Feature D,46.31799018
Feature D,55.01793262
Feature D,47.27114181
Feature D,38.17625009
Feature D,50.94829934
Feature D,49.69091586
Feature D,45.59637987
Feature D,49.04016902
Feature D,56.21632602
Feature D,55.79517656
Feature D,45.26221864
Feature D,48.06398917
Feature D,39.27546513
Feature D,43.63348004
Feature D,60.04944238
Feature D,56.98805811
Feature D,46.62447165
Feature D,43.84520913
Feature D,39.80026022
Feature D,60.75631112
Feature D,48.68777835
Feature D,44.43630654
Feature D,54.46840403
Feature D,41.402485
Feature D,52.35938519
Feature D,56.64522181
Feature D,46.73897904
Feature D,56.70768566
Feature D,51.84930859
Feature D,43.92715429
Feature D,51.44587642
Feature D,43.77291284
Feature D,44.79609566
Feature D,52.64630764
Feature D,45.14627163
Feature D,47.85343573
Feature D,54.11404858
Feature D,40.76651763
Feature D,57.5717632
Feature D,60.25173276
Feature D,51.6868875
Feature D,50.53158704
Feature D,45.02146999
Feature D,50.94576848
Feature D,44.98810698
Feature D,49.72901891
Feature D,43.88024395
Feature D,52.73042272
Feature D,52.14821305
Feature D,55.45799405
Feature D,59.89325827
Feature D,44.12134899
Feature D,53.79713575
Feature D,39.43639532
Feature D,45.25509745
Feature D,53.67280011
Feature D,43.5696651
Feature D,50.0738442
Feature D,42.59733184
Feature D,45.77789578
Feature D,47.75521844
Feature D,44.3260874
Feature D,36.32488746
Feature D,49.45857798
Feature D,50.84940057
Feature D,48.82028744
Feature D,45.06751365
Feature D,53.40122194
Feature D,54.46521396
Feature D,33.75797486
Feature D,54.74744903
Feature D,37.32271352
Feature D,45.93269783
Feature D,41.34496132
